write_duration_nsec	flush_duration_nsec
24066	977278
26799	903677
38749	1034373
31059	1415679
37599	910314
28676	909271
37822	1010541
30672	1052543
37612	1065292
28532	1598501
40899	1458178
28553	1673296
37642	874658
30586	944733
38219	903258
28839	926903
37942	895177
28570	871677
37407	999787
28636	940750
37822	880391
28706	902951
40845	1064423
28952	1492840
38156	923120
28856	904401
40805	1132990
28793	949256
38126	918857
28702	2098930
40433	1133714
28642	976702
41292	916480
28702	946989
37889	1003558
28792	942839
38049	939386
30686	951173
37849	1454945
28406	1700644
40576	959829
28639	1128038
38205	1017684
31049	1150123
37719	1037340
28892	938916
38039	915433
31033	983042
38126	2204380
29046	1133211
40696	977332
28689	936083
37725	901254
28706	915167
40962	903500
28816	945640
37949	915134
28786	927553
38932	975741
30845	946576
37998	915636
28776	1382357
40822	1806028
28596	1069519
37779	908247
28540	1048024
40422	921790
28615	917277
37809	1008824
29063	2143555
40522	1022754
28862	919263
54255	875498
30555	981868
38128	911330
28696	905491
38435	1370614
31116	1709070
37896	916747
28936	925330
40832	867405
28766	1019708
37986	924277
29096	965356
40975	2145724
28709	965972
38002	910397
30869	946639
38003	905648
28566	1055850
38056	934420
30866	1067713
38082	2078927
28786	995028
41019	909204
28739	932053
37929	906334
29360	1125695
40939	978822
28939	2174844
37782	928630
31036	943766
37756	903391
28586	954660
37769	1067879
30873	947650
38026	1008794
28823	2010036
41489	910667
28859	936203
37879	909524
29042	962309
41219	1006868
28569	947016
37929	2011352
30472	1045383
38022	963215
29089	946070
38563	858389
28846	919577
40892	1053979
28910	1093622
38875	2051227
30860	1130021
37579	1051610
29203	906254
40982	929940
28696	901851
39153	940997
28819	2124206
40612	1021804
28949	913557
38129	913604
28889	918170
40902	907010
28746	912298
37835	1030673
28689	2082343
40555	893884
28849	902563
38256	922490
31102	942260
37973	871999
29033	902228
38265	979705
30972	2066284
38379	928283
29053	911348
41049	915094
28979	941710
38422	917720
29132	954715
38422	1593241
31809	972098
