elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
12086	126866	136686	1336828	21216
13096	80387	90110	1004661	22209
13209	60861	70981	928250	22696
12743	61521	71588	995771	22186
13089	81311	91560	1042610	22699
13179	80914	91117	1848073	22759
7160	81791	91184	1259514	16050
13229	82634	92917	2328320	22876
13123	83251	92874	1038743	22140
13086	82674	92731	1053123	22529
12993	80971	91040	1055102	22456
13100	80248	90294	1128378	22543
7579	89084	98217	1066346	16206
13163	86278	96338	1066206	22606
13113	80195	91298	1038877	23562
13150	80111	91064	971862	23467
12596	61608	71881	1097928	22193
12876	57158	67455	987738	22562
13140	59158	69488	1044237	22830
13040	56965	67252	934827	22700
11019	57898	67801	1007094	20256
12903	81218	91544	2266855	22613
12983	61545	71932	1023371	22706
13040	83064	93484	1048130	22849
13133	81661	91834	1009658	22689
13043	59805	69972	959330	22576
13083	56025	66041	1008367	22453
12773	83175	93274	1049133	22256
12803	81098	91234	2408177	22306
12880	71422	81175	1221928	22030
12873	79701	90040	1095461	22600
13010	60428	70548	1053026	22523
13023	58238	68614	996321	22726
12890	83561	93821	1053746	22524
12929	81607	91874	1020193	22576
12763	61248	71438	955396	22287
12777	56352	66695	1150791	22493
12906	83597	93967	1063173	22660
12773	81505	91671	1016971	22295
12736	61811	71887	1079375	22186
12863	60352	70595	1031344	22447
12813	83548	93844	1126818	22492
13020	61702	71902	965092	22566
12840	56925	67011	1108311	22256
12910	66782	76958	2170058	22432
13143	59512	69685	1041434	22690
12973	56595	67005	986515	22699
12823	83214	93394	1026447	22387
12889	61408	71571	976905	22392
12883	59955	70161	970332	22426
12663	55945	66222	986812	22299
12743	83354	93564	2675543	22336
12847	66395	76598	1087552	22423
10963	60648	70538	1096342	20256
12863	81384	91600	1028434	22466
12987	60535	70642	940640	22497
12903	57645	67791	912264	22439
12660	59915	69875	971209	21936
12866	61528	71728	1488017	22443
14009	62125	72394	1847983	23619
13003	84251	94604	1071752	22720
13156	80721	90871	1058200	22670
13133	80791	90981	1138164	22697
13199	80284	90291	1007378	22580
12803	83705	93784	1154490	22265
12789	63781	74134	2134295	22469
14003	66728	76914	1180596	23550
12837	80565	91028	1024101	22690
13149	60108	70334	957292	22732
13070	56855	66985	910111	22574
10833	58298	69015	998271	20933
12920	81355	91604	1042207	22485
12876	62055	72201	977545	22369
12757	56715	66878	2166205	22303
12787	83475	94748	1060750	23414
12863	82624	92867	1065073	22466
12763	85787	95914	1060793	22270
12956	84824	95040	1044520	22476
13063	81714	91944	1025927	22623
13123	81801	91818	1145871	22499
13123	80164	90134	1942971	22430
12733	84301	94597	1116791	22406
13842	82437	92580	1071049	23359
12903	84720	95040	1155166	22587
12803	79931	90171	1033474	22433
13199	80814	90920	1069809	22685
12973	80694	90864	1100375	22503
12882	83904	94150	2081566	22512
12910	62408	72658	1079612	22493
12900	56922	67101	1100125	22443
12933	84091	94261	1048310	22465
13126	81721	91827	1091785	22602
13087	81588	91714	1040127	22586
13193	79978	106037	1171543	38586
13123	82741	92864	2210396	22580
13243	81061	91141	1138704	22712
12893	85384	96374	1170606	23253
12926	82561	92691	1057490	22436
12889	81757	91930	1046656	22409
12843	80938	91154	1070356	22423
12897	83811	94101	1601914	22570
12753	81325	91451	1778733	22232
12903	84141	94544	1087005	22686
12813	81624	91807	1049439	22353
13176	81448	91611	1043233	22670
13293	81108	91304	1049790	22823
12769	85204	95453	1053092	22362
12886	85460	95707	2230855	22509
12833	80608	90928	1291723	22506
13126	84100	94204	1240787	22613
13156	80621	90830	1055939	22702
13200	81368	91567	1059406	22736
12770	84571	95411	1069060	22986
12723	80994	91150	1074285	22256
12823	81468	91651	2214237	22379
13070	85695	96751	1101419	23519
14372	82777	93027	1077385	23969
13120	81898	91917	1005918	22506
12683	85027	95190	1049729	22189
13930	83968	94534	1047167	23830
