elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
11606	139063	147891	2360965	19877
12377	84792	93218	1250249	19903
11860	83766	92366	1071939	19917
22119	94791	101877	1177526	28911
11857	83038	91535	1090880	19826
11662	81520	90306	1150901	19917
11716	81683	90491	1602539	20013
11791	84777	93566	1800180	20026
11694	101686	111945	1037269	21372
7789	66068	74247	1081165	15609
13263	97280	107483	1056003	22837
13460	94741	105127	1125418	23239
13309	72278	82474	1050633	22905
12986	72324	82648	1211208	22660
13220	95744	105917	1040190	22799
13317	74315	85551	1254858	23950
13240	71292	81445	1083242	22787
13420	97717	108037	2343356	23110
13206	96484	106900	1129057	22992
13156	81194	91507	1149977	22816
13413	95068	105431	1055297	23172
13326	74257	84647	1148593	23123
13316	69401	79471	990894	22793
13166	98231	108497	1285130	22799
13096	100750	111133	1614297	22832
13119	74021	84424	1767105	22886
13190	97347	107694	1083316	22816
13207	92154	102441	1083586	22853
13243	69234	79341	1149153	22703
13293	94404	104743	1124794	22982
13323	92987	103174	1032440	22886
13336	73351	83741	1034254	23099
13316	83618	94254	1073812	23259
13436	96907	107230	1112321	23102
13326	79008	89201	1006334	22920
13243	71978	82204	1000934	22866
12906	73688	83908	2398354	22520
13026	76631	86867	1163770	22625
13220	70365	80871	1014238	23099
13183	99034	109394	1165940	22893
13226	96111	106427	1030000	22909
13183	75458	85738	1095392	22826
14047	75115	85275	992139	23594
13223	73395	83621	1079872	22849
14400	73741	84131	993038	24176
13233	70565	80818	1291929	22886
10336	95567	105756	1782922	19869
13260	95707	106077	1774609	23003
13276	101167	111193	1125817	22686
13287	96504	106877	1196832	23020
13249	102454	112833	1212588	22998
14623	96370	106697	1210535	24350
13323	97901	108280	1292733	23052
13259	96560	106897	2381935	22969
13120	98091	108527	1266387	22900
13380	96224	106477	1165760	23029
13196	94973	105076	1103261	22703
12933	98190	108430	1182652	22563
13216	98927	109360	1111128	22935
13306	95660	106030	1290856	23042
13293	95131	105287	2165931	22849
13100	97254	107647	1232578	22863
13210	96041	106474	1161000	23020
13126	100277	110790	1208118	23016
13176	95577	105823	1194912	22809
