elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
7150	436082	464319	2497759	34165
7794	523186	549081	2276496	32498
7847	532991	560858	3361096	34480
11122	475214	504143	2185234	38845
10930	480634	497056	2238256	26206
10797	461134	490026	2557197	38541
11104	460840	490068	2376745	39190
11100	446823	474659	2080370	37790
10962	420180	430992	2142544	20822
10945	444613	472381	3174453	37593
14139	494580	510968	2276086	29364
12882	504994	521553	2288023	28278
12297	498828	516325	2244807	28631
12900	468052	484332	2620197	28011
12583	573990	604603	2447624	41940
13411	525104	555684	2126762	42741
12268	507985	525851	3233020	28888
13232	530544	548364	2293560	29812
14309	537018	554697	2255608	30728
13303	501624	519420	2615123	29866
15409	517865	535578	2258678	31862
14336	498139	515895	2193904	30838
13340	536898	554811	2288394	29986
13290	573563	591396	2641001	29863
14193	531328	548988	3114214	30593
13279	587673	605752	2234422	30092
14176	529721	547501	2172687	30723
13643	572154	589883	2344823	30135
13207	577114	594880	2372942	29713
14176	529808	547611	2324023	30719
13356	564274	582187	2449983	30006
14177	533932	551611	2146459	30596
15830	498226	515965	2385138	32302
14176	530552	548334	2499362	30699
14240	509462	527245	2221343	30726
15423	501143	518989	2433384	32016
13263	552045	569811	2263409	29770
14166	503442	521118	2377541	30612
14273	537301	555020	2252052	30732
14259	530638	548451	2358109	30805
13136	555690	573056	2819662	29245
14160	539294	557014	2180700	30620
14429	538457	556227	3134383	30939
14283	552601	570520	2187050	30936
14083	531695	549634	2376565	30786
13416	583597	601419	2321603	29999
14283	541597	559340	2405004	30766
14196	534738	552491	2703436	30689
14576	532281	550147	2421660	31179
14300	534548	552408	2242406	30920
14296	536461	554150	2891873	30725
14217	549461	567404	2246649	30893
13297	575117	592937	2405551	29850
14292	541061	558823	2301140	30794
14133	523142	540945	3294746	30679
14180	544424	562231	2266148	30727
14359	533864	551544	2274228	30779
14240	546141	563854	2294951	30693
14323	536771	554517	2308037	30809
14346	543628	561624	2238132	31082
14357	533005	550791	2801540	30903
13330	584403	602173	2407374	29793
14189	520142	537668	2340869	30452
14179	537711	555424	2207276	30632
14353	506948	524475	2350489	30624
13203	542684	560410	2171691	29662
14163	503035	520935	2141425	30807
14083	527095	544941	2610828	30669
13310	551718	570617	2322290	30969
14416	502715	520502	2767857	30946
13289	570797	589689	2344712	30941
14247	532515	550368	2166505	30843
14253	538261	555767	2313906	30509
14306	536361	554214	2330463	30899
14310	542558	561474	2381875	31986
13266	573024	590750	2327786	29752
15463	536964	554727	2426290	31966
13269	596943	614939	2236282	30005
14109	535968	553664	2398641	30565
14369	568207	586159	2310263	31078
14153	528452	546268	3299112	30729
13186	575413	593196	2283097	29709
14476	548630	566330	2275008	30916
14369	539211	556924	2395131	30816
13386	576093	593963	2280598	29952
14080	560861	578980	2705082	30953
14380	536952	554734	2316407	30903
14236	539087	557947	2328069	31836
13323	572137	589930	2282375	29856
15466	541384	559177	2649190	31999
14230	527419	545131	2291275	30683
14316	536561	554201	2227346	30696
15332	531704	549477	2267678	31845
14110	525925	543771	2307227	30696
14203	541764	559503	2252858	30682
14523	532901	550707	2290777	31069
15383	535291	553071	2231763	31903
14027	499713	517559	2431991	30620
14116	497949	515758	2221096	30668
14333	531162	548844	2915120	30748
14030	496789	514546	2208930	30519
14237	527765	545428	2139519	30640
14190	543351	561037	2415621	30616
13313	600939	619062	2387114	30179
14146	536694	554500	2368695	30712
14230	537202	554998	2564027	30763
14223	533825	551535	2865988	30693
