elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
6193	303712	314925
14296	257096	274212
6573	260623	270582
7900	307224	320174
14373	337527	356937
14533	258323	275742
6737	225177	234484
5763	333187	343986
27529	257319	1021467
14819	1334229	1354084
14806	323498	343340
14623	311465	331124
14607	315424	335067
14643	281309	299472
20973	307354	1121741
14897	314621	334554
14709	311488	331233
14667	256296	273749
6730	321748	331188
5620	226947	235197
5860	335084	345980
14650	253643	271096
6723	226044	235373
5746	333504	344287
14600	314701	332344
20286	194974	804930
15140	257469	276092
7007	328970	341104
14439	361583	381149
14439	1420636	1440122
14403	336153	355593
14499	263166	280748
20060	233030	956600
14900	300965	320158
8089	320741	333890
14209	256899	274025
6779	247793	257246
6099	244907	253649
5980	417511	428528
14599	254716	272122
6550	260559	270562
8004	225356	235847
5640	296895	305288
19653	238380	927620
14840	262292	280775
6786	184855	194231
5930	372976	383959
14449	253317	270659
6860	439101	451034
14400	1345254	1364708
14450	275255	292795
20156	317751	923570
14816	356027	375916
14460	263392	280722
6909	432581	444567
14373	257746	275056
6993	319684	331750
14550	249923	267363
6773	375219	387029
14909	255763	273439
6857	249039	258773
19406	318574	929910
14849	342767	362693
14296	254373	271596
7086	248617	258419
6213	245710	254633
6063	343737	354860
14349	324238	343607
14416	1442075	1461551
27602	339221	951353
15016	263503	282115
6893	248336	257856
6290	430461	441827
14386	260639	277965
6887	426878	438841
14383	302815	322234
14843	303555	323434
14577	303941	323554
14549	327331	344866
19829	307482	896028
14803	260299	278582
6613	194021	203060
5757	437560	448354
14577	259029	276339
6603	325774	337414
14623	252456	269832
6716	364906	376659
14596	1432426	1452115
27926	406415	1069419
15146	318481	338687
14430	319207	338697
14616	313444	333120
14796	356196	376052
14373	355529	374939
14547	285575	303118
19723	264006	824963
8026	330704	341770
5643	214924	223196
5567	332987	341174
5459	301638	312117
14519	258743	276085
6786	208501	217790
5693	433628	444357
14599	308825	328460
14609	308115	327760
14637	722069	741752
27676	1036230	1773276
15149	319288	339510
14479	322984	342537
14633	250493	268149
6910	334377	346347
14469	250200	267499
6770	359599	369139
19779	372329	979215
15026	257293	275862
6827	332997	344897
14467	354823	374350
14516	260246	277812
6736	334080	345890
14479	251857	269255
6857	327370	339264
14686	255249	272722
6813	408845	420728
27476	292925	2057934
15020	322327	342420
14766	318308	338147
14479	360073	379625
14403	258022	275362
6926	337724	349723
14530	258043	275723
20153	321380	1109115
15053	268306	286949
6817	353106	365000
14427	259632	276909
6950	345267	357276
14400	259076	276349
6886	422035	433957
14680	255393	272816
6563	334557	346157
14606	258730	276405
20416	321227	2135048
15036	339617	359726
14646	320694	340413
14533	258176	275685
6923	338560	350556
14510	254073	271416
6947	367819	378196
21023	323321	902705
14953	255373	274013
6743	196021	205508
6199	566607	577860
14460	265645	282988
6814	344253	356140
14560	251542	269012
6670	334154	345860
14546	258622	276015
6836	317854	327574
19429	329091	928080
15120	281515	300178
6970	1607931	1619974
14399	386089	405542
14380	264406	281685
7007	364906	376943
27286	254279	864289
14809	334151	353996
14583	247739	265189
6690	342954	354680
14500	269609	286949
6670	344700	356407
14563	330034	349673
14349	375943	395328
14519	289432	307431
8296	332628	345960
14557	257889	275382
19876	331094	1015484
15223	310111	330370
14513	807874	827423
14506	324544	344087
14547	311421	331004
14506	307108	326651
14710	391748	411495
14626	273829	292098
21149	325044	914137
14756	258173	276515
6860	424694	436631
14370	250666	267939
6857	345240	357157
14396	270936	288175
6763	338147	349946
14627	356340	376003
14713	392796	412545
14860	276362	294232
20050	334787	925557
15100	253719	272369
6780	429275	441108
14450	313861	333384
14443	315247	334763
14459	741433	760968
14413	370840	390289
14493	321434	340963
14560	387582	407179
27666	310305	888885
15030	247946	266063
6346	307298	316277
5596	416685	427317
14626	257863	275259
6629	349707	361373
14603	289295	307485
8543	345426	359006
14663	1035450	1055160
27592	403082	1011761
15089	258946	277652
6793	355030	366870
14349	264936	282082
6957	531891	543895
14383	799277	818697
14600	1123934	1143571
27569	339134	990208
15056	349986	370079
14596	336480	356126
14569	288515	306591
8283	208358	219211
5676	419708	430421
14626	288312	306565
21873	413668	1139218
15173	262699	281525
6847	366529	378449
14439	296725	314747
8290	440374	453740
14416	257376	274615
6689	366430	378155
14590	289988	308181
8853	348183	379723
27273	205854	936377
14860	251656	270049
6557	361426	373019
14547	290218	308238
8233	193018	203824
5683	474943	485663
14566	289668	307834
8186	348980	362203
14823	258356	275956
6564	359439	371040
14583	304442	322658
21073	428424	1207839
15069	1144787	1164893
14497	393202	412735
14550	349207	368793
14563	439697	459297
14600	293022	312695
27599	359703	950302
14930	259899	278479
6950	446607	458610
14370	255026	272246
6904	369509	381450
14480	288428	306422
8453	355553	369043
14919	255756	273382
6763	434371	446170
14610	324517	344164
27695	315288	892437
15143	259166	277822
6610	433304	444951
14576	271679	289072
6587	364383	376006
14610	245676	263052
6650	1152850	1164583
27343	327394	996305
14996	300932	320178
8180	198638	209544
6023	343007	354103
14326	254059	271289
6803	364409	376249
14599	1276930	1296566
14710	280005	297751
20173	232187	844479
14769	346697	366539
14496	253316	270722
6796	225374	234816
5990	339490	350540
14413	256795	274188
6939	188935	198471
5676	420922	431634
14586	254396	271795
6700	212594	221951
5730	281975	290322
5570	230580	238993
19376	430398	1133038
14987	314271	334318
14593	303805	323458
14670	311527	331257
14386	309262	328721
14396	774602	794034
14640	1015080	1034794
27569	336653	977911
15043	313041	333144
14373	401222	420648
14430	257132	274482
7059	224441	234256
6140	343203	354403
14502	256903	274232
6860	193695	203248
5854	433990	444961
27612	250173	844276
14826	358506	378406
14419	261789	279138
6893	362463	374432
14587	259922	277386
6900	224730	234153
5990	323797	334847
14420	257306	274606
6803	225340	234720
5757	420928	431721
14553	254956	272276
34982	198161	771608
6483	315407	326927
14506	344877	364419
14597	257109	274539
6686	225770	235049
5777	326520	337334
14533	247746	265079
6640	200497	209774
6180	427461	438678
14806	254789	272412
6756	226927	236103
5724	296074	304542
19386	214340	921150
14739	281732	299974
7057	328320	340451
14496	725663	745232
14390	333673	353083
14416	269915	287171
6970	376796	388802
14589	258126	275472
6766	257839	268045
7703	297425	308565
20846	222151	898805
14873	314595	334527
14367	319754	339181
14419	264586	281948
7640	247792	258186
6346	240334	249243
5983	360393	369013
5650	259950	269026
7936	291835	302318
5556	203421	211554
5497	325180	333551
19066	235454	888515
14756	251110	269526
6883	223317	232893
6140	363843	375029
14343	253613	270859
7226	366736	378999
14573	1030827	1050436
14539	288105	306248
8520	295014	306354
19476	325974	1017727
15183	261895	280682
6730	248279	257636
6163	345507	356743
14520	254629	272089
6973	211181	220870
5783	436588	447407
14559	269316	286671
6913	243140	252733
5996	283942	292512
5757	327567	338397
27653	311954	1005365
14963	311514	331551
14472	250983	268372
6854	317764	329678
14389	330901	350349
14293	356156	375509
14586	1336452	1356098
27593	427971	1030551
15189	260746	279508
6900	413375	425328
14440	261676	279019
6829	338541	350443
14419	258723	276062
7077	322720	334844
14589	215744	233080
6823	437594	449454
27276	252012	839862
14846	256176	274532
6683	191368	200528
5764	455640	466440
14576	311221	330833
14693	313144	332873
14909	314978	334923
14556	258813	276199
6730	405175	416941
14596	1466274	1485904
27603	385045	1034857
15020	260595	279172
6893	335771	347724
14496	342143	361686
14286	248743	265996
6893	322228	334157
14560	258289	275659
6810	303275	312964
19643	198024	933733
14766	320217	340043
14360	316528	335948
14413	255543	272803
6929	226424	236043
6230	438977	450260
14456	253870	271132
6770	347107	358913
14553	333931	353504
14379	1419289	1438715
27696	330614	1117425
14967	313204	333244
14496	308608	328177
14420	303625	323118
14403	312434	331910
14557	372839	392506
27613	254173	876005
8400	203084	214374
5650	329661	337837
5763	359673	367949
5776	310982	321794
14850	306628	326514
14546	307798	327380
14623	256803	274216
6823	197418	206727
5680	472433	483149
14576	257276	274929
20236	816513	2105996
15172	337534	357779
14403	383565	403021
14443	262289	279612
6927	341443	353430
14500	254062	271349
6666	317758	327400
19773	323811	1011554
14979	307518	327557
14426	312411	331897
14353	252390	269672
7230	340907	353210
14439	349877	369376
14483	244823	262146
6677	344897	356610
14577	269895	287299
6913	305971	315811
19386	187281	2077017
14896	326514	346483
14387	349073	368520
14526	297405	315554
8186	206627	217397
5913	482310	493276
30243	306961	342241
27546	299798	939063
15093	305628	325758
14719	359496	379252
14802	269849	287491
6800	336950	348787
14586	250413	267786
6793	361763	373593
14503	254796	272045
6963	423248	435248
31482	255193	289571
19856	342104	1024954
15056	1294373	1314466
14556	460460	480053
14557	312331	331924
14493	355797	375326
14516	427484	445594
21150	338000	1029931
15013	260736	279289
6813	355107	366966
14403	297055	314975
8626	335487	349150
14599	250103	267535
6613	430794	442444
14503	269939	287272
6823	359670	371530
27406	254140	876702
14859	346464	366359
14523	323780	343323
14399	744346	763781
14573	965109	984719
14499	410955	430491
14513	277545	295161
20540	435881	1075673
15056	255106	273682
6800	365602	377466
14560	319048	338681
14710	384482	404229
14583	308734	328354
14530	257253	274619
6797	361676	373509
14560	269642	286985
6814	205217	214944
19293	484126	1075393
15040	258229	276852
6953	366036	378042
14453	250789	268042
6876	883742	895664
14456	1115105	1134564
27562	393312	1185279
14900	335130	355103
14397	356686	376143
14416	334644	354106
14229	296869	314634
8573	193028	204118
6030	425491	436574
14359	269683	286898
6833	407251	419084
27589	217297	916660
14767	263665	281992
