elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
10917	49304	57675	975746	18608
9215	51856	60590	1119157	17399
13143	59468	69681	1157756	22720
13016	59688	69978	2121430	22662
9328	51667	60424	887880	17527
9157	49667	58433	909257	17380
9143	50242	59093	847996	17417
9219	49467	58324	930289	17517
9097	51716	60644	857171	17497
8986	49182	57959	905980	17217
9128	49107	57575	971469	17062
9334	49076	57635	2368820	17348
13096	61798	71888	1153490	22583
9294	50022	58673	1018991	17394
9139	48558	57312	974460	17299
9283	52484	61538	975300	17783
9092	50708	59647	986413	17443
9306	50487	59324	1370918	17597
9242	52721	61626	1807675	17599
9263	50567	59350	1141079	17494
9351	50470	59310	960559	17643
9152	52196	60936	978336	17334
9186	50302	59201	907513	17525
9217	33759	42127	941074	17023
9108	49367	58149	918253	17345
9165	48447	57075	2367699	17196
11653	61775	72188	1078726	21409
9202	50655	59418	1056692	17393
9288	53524	62533	979195	17751
9348	49304	58015	1014007	17502
8971	50150	58839	948536	17092
9054	49370	58110	946110	17249
8926	52516	61307	1027065	17126
9245	51212	59929	1059183	17425
9377	50727	59615	2308343	17708
13059	63758	74314	1179494	22959
9245	51858	60707	912799	17505
8977	50342	59136	973526	17205
9071	49225	57881	904340	17150
9225	52616	61461	971683	17502
9797	51227	60004	959470	18025
9168	50210	59021	1453664	17419
9234	52219	61230	1745050	17671
9274	49973	58896	1026059	17660
9152	50453	59210	895663	17337
9137	49033	57665	1000315	17219
9006	52467	61316	2314610	17291
12970	61202	71505	1000316	22596
9057	53924	63481	906511	18051
9048	49053	58027	1091543	17465
9331	49453	58116	932579	17437
9028	49356	58167	975395	17280
9097	66064	75369	929073	17843
9034	49130	57913	2261058	17270
11720	58398	68531	998670	21220
9220	53110	61896	983818	17440
9051	50287	59078	861572	17272
9051	49616	58299	1094115	17188
9023	49385	58156	922548	17223
9392	52070	61010	1026931	17771
9003	50282	59081	2165461	17260
12960	60195	70401	996690	22516
9051	52896	61501	926182	17144
9120	50416	59435	957041	17597
9139	50570	59355	858349	17388
10071	50504	59355	969489	18393
9062	61289	71372	871143	18545
9174	51279	60042	939616	17388
8985	49210	57675	2171260	16902
9268	64584	73792	1022239	17885
9308	52316	61195	877475	17596
8954	50404	59138	971333	17151
9420	49342	58224	909704	17740
9243	49733	58573	930928	17554
9091	40553	49310	830910	17286
9128	37567	46224	875337	17242
9042	37779	46258	799774	16976
9345	35853	44233	853255	17176
9143	39065	47599	889406	17177
9008	50156	58790	1043116	17097
9140	50522	59193	912297	17263
8942	48867	57278	2172612	16802
9274	53473	62287	962369	17566
9099	51572	60329	1001316	17310
9077	50621	59478	903239	17388
10225	64201	73646	973575	19088
9037	50859	59539	953467	17179
9083	49379	58204	908931	17334
9054	49319	57959	910891	17142
9319	49384	57929	1487783	17319
10274	53621	62513	2089837	18611
10408	51838	60564	911762	18597
8951	51659	60358	861878	17088
8914	49310	58107	912994	17166
9125	49490	58195	944244	17282
9171	49884	58686	946101	17399
9140	48576	57042	849122	17011
9134	51890	60576	968730	17296
9163	50482	59090	2040065	17189
9228	49373	58293	993323	17606
9300	52213	61013	955547	17543
9174	50522	59338	969781	17427
9209	50056	58870	963666	17482
9354	49247	57938	972333	17508
9297	51656	60550	988417	17623
9280	50050	58815	1090811	17508
9303	49962	58753	2226433	17568
9122	52155	61007	993820	17445
9212	49345	58053	859064	17368
9068	49278	58035	914831	17273
8985	49141	57884	873303	17164
9008	52521	61267	935302	17225
8997	50373	59307	861464	17391
9211	49581	58075	996111	17159
9100	49258	57764	2119819	17063
9274	52902	61927	1144522	17751
9417	50710	59627	870389	17786
8974	50138	59053	1023205	17337
9302	53033	61735	994430	17439
9329	51113	59919	985508	17589
9139	50424	59281	983074	17459
9274	49673	58556	1482926	17608
9314	53453	62224	1658550	17564
9394	51721	60735	1115739	17885
9351	50698	59484	924236	17574
9011	51244	60195	954475	17431
9108	49301	58109	958512	17368
9011	49213	57981	971209	17219
9091	49693	58290	979292	17144
9200	53093	62230	2156456	17759
9057	50702	59613	988458	17407
9105	51172	59981	990351	17362
9109	52705	61607	959047	17425
9140	50822	59590	1102481	17340
13127	60469	70878	1096414	22886
9097	48913	57496	1098460	17085
9297	52924	61881	890174	17680
9168	50487	59390	2178456	17534
9282	53127	62029	911864	17656
9031	49219	58030	1041230	17273
9294	49687	58564	964181	17634
9117	49455	58455	1024857	17554
9591	54018	62832	926703	17868
9163	51476	60336	2259653	17460
9171	50561	59653	834696	17709
9103	53801	62712	1050160	17451
9194	52072	61061	931311	17611
9002	50261	59124	1028447	17314
9017	49542	58496	919359	17426
9523	52622	61399	981741	17765
9097	50287	59233	2166946	17471
12959	60615	70908	1017926	22603
9125	52035	60972	902137	17510
9085	49236	57941	1093580	17217
9037	49441	58098	865786	17143
9208	49516	58430	930153	17553
9214	52447	61190	875938	17427
8926	49376	58256	936335	17266
9042	49507	58024	2179893	16988
9274	51698	60467	1008128	17494
9371	49453	58250	927771	17617
9383	49405	58039	1088418	17465
9472	49656	58496	894478	17763
9325	36136	44801	919005	17402
9054	39756	48493	822631	17242
9146	37251	45785	912797	17142
9380	36365	44913	803831	17382
9188	36019	44496	1050798	17120
9203	52799	61439	969144	17302
9192	50190	58662	2263651	17132
13010	60802	71115	1142344	22686
13089	64258	74528	1314902	22703
13029	61228	71564	888466	22716
9037	49981	58758	925725	17240
21874	67616	76470	878564	30171
9120	49999	58921	977683	17480
9460	49233	58010	967161	17689
9085	49587	58244	914308	17176
9177	50127	58832	1013625	17299
9274	51913	60636	1094229	17473
9323	50490	59253	977338	17568
9252	49633	58353	2319531	17417
9222	53367	62212	928930	17513
9094	50716	59430	968564	17249
8942	50261	59178	858004	17294
9023	48604	57110	938510	16998
9043	52067	60618	907988	17045
9156	50601	59032	973423	17045
9086	50027	58693	952387	17166
9000	49299	57659	917154	16785
9208	53041	61544	864578	17174
8949	49973	58470	915731	16912
9148	51407	60067	912799	17283
9036	48901	57344	911442	16933
9091	52827	61475	2018328	17225
9299	51107	59986	1034601	17604
9237	50598	59621	864823	17732
9045	52244	61009	968194	17236
9151	50190	58944	960601	17344
9245	49681	58469	957118	17507
