elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13250	74978	84654	1154044	22329
13059	60501	70461	971842	22439
13117	64425	74628	1099919	22733
13117	62408	72578	961509	22709
13103	61138	71294	1081915	22676
13149	60071	69904	993661	22402
13100	64739	74938	2157988	22706
13137	63142	73042	963433	22430
13167	61649	71755	1053717	22686
13116	62288	72368	962249	22597
13223	60285	70092	1079533	22423
13116	60105	70061	933050	22466
13249	59941	70044	1067642	22735
13133	63605	73648	1612787	22566
12963	60865	70978	1683535	22493
13113	63015	73048	1185019	22530
13149	60341	70301	1069529	22496
13227	60152	69938	959806	22406
13163	60565	70511	1091188	22493
13073	64192	74155	981929	22446
13083	62515	72555	1099925	22543
13116	60398	70285	976392	22413
13123	60101	70084	1637743	22499
13013	64585	74781	975462	22623
13027	62472	72432	1075493	22397
13103	61481	71398	892481	22440
12859	64015	74034	1096275	22272
13196	62601	72581	958196	22595
13097	61375	71215	1084346	22359
13056	60311	70081	884997	22246
12703	64541	74358	1099415	21941
14240	63348	73471	1807811	23769
13080	60995	71021	1081182	22520
13066	63011	73151	1127691	22616
13233	61318	71118	1555715	22424
13207	60199	70258	1613807	22660
13070	63842	73845	1098352	22479
13097	62545	72645	961489	22613
13116	61775	71634	1104648	22396
13273	60235	70295	1021971	22749
13110	64448	74631	1093375	22683
13063	62245	72315	2166662	22552
13070	60315	70345	1152617	22513
13092	61994	71944	943432	22459
13186	60031	69794	1088425	22366
14333	61355	71414	949002	23776
12896	65212	76465	1061530	23543
13113	62215	72294	970542	22612
13116	60182	70168	2154448	22526
13116	63751	73594	1090315	22369
13083	63638	73781	1098232	22642
14233	62272	72268	966989	23612
13053	60181	70128	1137274	22414
14223	65628	75914	961116	23919
13083	63522	73638	1089629	22602
13049	62651	72588	2194600	22403
13123	63652	73691	1115148	22546
13160	61291	71208	955119	22476
13220	60372	70381	1077999	22623
13183	72165	82274	1038780	22659
13107	63648	73765	1102859	22617
13033	61172	71395	978125	22676
13083	60212	70045	2271085	22333
13089	64501	74458	970892	22453
13107	61315	71455	1101789	22659
13053	61089	70995	967913	22382
13109	63431	73451	1158520	22529
13223	61375	71328	975636	22559
13212	60314	70188	1089038	22479
13206	60748	70824	2458139	22665
13103	62785	72764	1095872	22490
13063	61308	71478	939763	22609
12969	63045	72978	1104845	22313
13383	60058	69834	1101075	22559
13136	59975	69835	1085265	22389
13207	60102	69858	951696	22356
13039	64368	74557	1664908	22636
13160	62135	72202	971952	22643
13110	60182	70162	1041704	22496
12923	65485	75428	969739	22269
14236	63415	73681	1080869	23916
14250	62232	72355	1047023	23787
14203	61041	71134	991578	23706
12710	63565	73411	957923	21965
13119	62258	72351	1088955	22626
13063	61228	71278	988825	22533
13113	59965	69858	987202	22399
12750	64148	74031	962932	22036
13077	62138	71858	1670299	22243
13080	60929	70965	1746417	22513
14270	65421	75661	1116335	23896
13140	62065	72084	955102	22576
14143	62161	72288	1092262	23680
14163	60942	70965	1015101	23602
14179	64504	74504	1100218	23569
13087	61222	71231	959399	22516
