elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
12377	1361699	1390229	5174806	39938
8188	1308510	1334432	4862215	33196
9455	1374070	1387587	4956307	22057
10695	1534203	1561821	5302878	37198
10705	1572172	1588375	5173839	25784
10792	1563490	1579901	5414659	26078
10672	1564823	1582940	5253024	27557
14011	1652753	1669159	5357876	29246
10785	1563548	1580388	5750035	26425
10678	1525911	1542337	5051813	25984
10828	1666543	1683151	5706092	26233
9740	1823221	1854540	5778621	39851
13380	1653776	1670264	5387325	28645
13165	1663249	1680103	5582925	28862
13691	1679571	1696034	5480025	28937
13097	1833453	1863635	5587222	28814
13883	1705045	1736568	5605193	44096
14357	1700898	1716466	5378321	28761
12211	1497717	1512983	5197637	26419
14293	1767603	1785332	5411625	30791
13057	1567510	1583183	5303186	27601
15523	1761623	1779512	5721342	32145
14456	1813661	1832017	5665840	31475
14213	1758733	1776529	5392825	30769
15376	1729067	1745732	75283411	30886
15666	1813838	1831924	5622759	32522
14906	1770932	1788748	5594516	31489
15553	1797471	1812733	5411652	29751
12457	1542527	1558084	5145458	26960
12305	1537486	1555202	5181181	28707
14340	1796612	1814778	5635731	31186
14253	1750343	1768235	5949795	30836
14316	1790628	1808891	5690153	31266
15559	1751849	1769605	5538393	32009
14317	1776869	1794742	5677231	30946
14176	1746660	1765623	5478466	31910
14383	1756989	1774786	5560830	30919
14443	1791115	1809275	5414868	31359
14630	1794205	1812078	5392448	31189
15616	1789225	1807558	5603763	32609
14403	1728801	1746604	5604593	30893
14213	1693813	1711730	5521949	30975
13148	1593071	1609468	5350006	28408
14402	1678937	1695685	5795376	30010
13314	1615742	1632093	5567649	28499
14090	1687627	1719108	5615915	44427
13993	1799072	1816891	5962016	30552
15659	1834053	1852293	5674063	32583
14626	1665006	1682832	5416051	31139
15603	1762290	1780019	5608713	32102
14290	1800228	1818334	5615438	31056
14390	1796909	1814628	5546111	30885
14286	1789722	1807882	5643558	31186
14373	1780522	1798375	5421937	30967
14096	1806468	1824648	5386415	31040
10810	1806179	1822716	5582008	26094
13188	1663204	1679943	5398265	28782
13605	1614662	1632204	5124877	29924
14500	1783109	1800995	6012734	31159
37909	1791252	1809044	5511771	54458
14336	1749849	1767742	5570173	30895
14399	1829234	1847470	5696442	31413
15549	1780172	1797995	5327563	32112
13520	1766988	1783776	5532630	29093
14211	1660473	1676812	5490237	29413
13374	1677312	1693803	5434558	28700
10311	1500077	1516151	5164352	25274
