elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
7916	136910	142745	1682498	13377
7967	179647	205119	1749512	32255
7851	105650	111422	1329114	13276
7956	107703	113501	1158692	13407
7843	89408	95189	1218863	13277
7558	177873	190186	1292141	19095
9922	205523	234503	1393512	37702
10207	123111	131183	1507270	17799
10119	149822	160312	1343602	20015
10367	139936	147971	1244574	17925
9960	118464	126446	1233306	17507
13396	126676	134573	1187691	20806
10465	127134	135123	2154441	17934
10124	147763	157574	1163096	19401
12037	146999	156515	1285263	20970
12296	146638	156389	1211816	21521
12548	146899	156741	2685443	21830
12251	144096	153578	1258732	21142
12526	141465	150990	1373432	21474
13408	156790	166378	1212563	22416
12457	144776	154795	1303455	21865
13410	162696	172564	1369650	22690
12251	146747	156364	1325604	21250
13769	156549	167262	1332642	23826
13470	154519	165222	1881396	23513
13110	159209	169409	1368374	22706
13240	158436	169115	1354675	23283
13487	154012	164702	1198622	23559
12993	184278	194941	1437265	23053
13269	182651	194174	1342121	24169
13373	185001	195451	1404666	23163
14319	188698	199511	2460209	24482
12600	214144	232024	1452895	29239
13276	190215	200491	1264341	22975
14063	162515	173108	1257237	24042
13616	150922	161345	1200282	23429
13173	190678	201218	1371101	23106
13207	155333	166196	1206946	23416
13153	164012	174522	1360378	23040
13326	180948	191274	1511169	23029
13350	156989	167435	1319292	23157
13090	158682	169315	1236845	23105
13280	186671	197278	1531586	23296
13393	185098	195462	1995530	23147
13093	179682	189938	2597579	22760
13130	230360	248363	1410060	29896
13113	192111	202218	1481681	22643
13580	179585	190208	1450445	23589
13396	185588	196344	1389197	23506
13319	180598	191411	1305569	23479
13303	190615	201364	1441285	23449
13170	179492	190102	1312089	23190
13183	179731	190444	1360757	23243
13220	186665	197384	1412723	23336
13213	184284	194807	1431148	23140
13286	189408	200168	1372111	23436
13317	231970	249833	2221877	29943
13090	235736	253546	1399343	29683
13466	191808	202594	1411332	23606
13536	181988	192607	1375653	23522
13373	186604	197194	1397989	23323
13313	180231	190754	1351911	23236
13423	206074	217274	2502785	23947
13440	188521	198681	1252508	22996
13100	155649	166505	1430652	23366
13349	189244	199791	1310699	23282
12953	199454	217370	1334061	29629
13037	151133	161242	1287810	22523
13416	160718	171308	2164424	23336
13263	152759	163015	1248510	22903
13306	194097	204767	1382143	23349
13036	158822	169438	1193278	23052
13106	156269	166925	1298359	23169
13146	182755	193425	1480454	23183
13296	183335	194061	2513818	23399
13303	188021	198191	1334591	22890
13650	178179	188905	1494614	23739
13503	189574	200184	1258067	23496
13420	184822	195431	1386950	23375
13206	180941	191308	1875046	22953
13663	189682	200501	1876896	23838
13399	178871	189178	1451511	23053
13386	190551	201021	1453731	23213
13310	180471	191211	1324178	23380
13330	177909	188475	1393754	23276
13223	183775	194501	1261427	23279
13283	185918	196541	1407839	23280
13119	184848	195557	1451478	23192
13346	202954	213850	1414439	23622
13550	186115	196658	1345248	23464
13353	182221	192547	1434502	23062
13789	216317	234093	1396830	30328
13210	186065	196651	1426392	23143
13217	183415	193948	1512897	23129
13089	189001	199341	1614204	22776
13230	227230	245006	1826934	29792
27652	190951	201881	1455104	37952
13536	189425	199898	1334482	23403
13413	182795	193291	1354188	23309
12876	187098	197364	1444991	22466
13296	177715	188328	1561139	23296
13376	225500	243373	1557095	30016
13233	247636	265406	1505974	29766
13320	176818	187151	1321682	23013
13396	185914	196277	1419712	23155
13333	184634	195078	1401793	23100
13493	180918	191298	2002003	23263
13197	187092	197571	1364055	23016
13513	193471	204167	1484887	23566
13426	188844	199324	1291922	23293
13477	181479	192102	1367761	23453
13493	184638	195151	1375311	23392
14610	178379	189072	1807152	24627
13540	186605	197365	2432507	23630
13317	203354	214477	1461082	23770
13456	181271	191374	1330298	22945
13480	186362	197995	1382361	24500
12783	182745	193108	1330345	22531
13490	177032	187568	1583004	23420
13536	184438	194828	1342178	23260
13450	182959	193728	1417580	23526
13190	191088	201631	1342485	23090
13497	180395	191068	1538106	23540
13470	184475	194938	1815928	23297
13277	184048	194758	1440585	23309
13806	185525	196431	2574966	24062
13459	230713	248656	1479421	30169
13046	181145	191438	1273590	22706
13306	160532	171242	1350165	23399
14627	157806	168422	1170570	24573
13287	158163	168889	1274540	23400
13073	158949	169358	1203875	22869
13363	150959	161605	1437905	23406
