elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
11226	253336	268182
6533	203044	212130
5654	421574	432291
14409	248163	265202
6566	226977	236003
5670	333620	344353
14419	249896	266982
6386	227344	236226
5750	462347	470576
5453	307628	316471
20826	214684	811250
14623	252100	270196
6516	364136	375832
14226	249756	266662
6720	264425	274632
8183	315737	329020
14003	332804	351830
14133	1368484	1387797
27322	365493	999808
14850	249979	268276
6457	223470	232540
5756	338617	349556
14249	272312	289235
6643	205198	214431
5757	331657	342560
14256	251506	268359
6470	210914	219884
5529	292419	300444
5340	324947	332984
18866	236330	930954
14763	250826	269002
6983	223557	233200
5827	415594	426601
14226	251673	268649
6720	207324	216701
5596	306301	314544
5566	228473	236499
5443	414088	424594
14369	1427076	1446625
27526	271196	884348
14633	256446	274542
6786	211714	221057
5643	431338	442161
14276	256103	273059
6657	215373	224607
5553	339264	349880
14396	251493	268535
6416	213034	222220
19583	410635	1042744
14850	347507	367503
14240	312731	332117
14210	252799	269646
6707	354310	366196
14353	253476	270576
6693	210377	219600
5650	340034	350747
14373	257290	274309
6473	355907	367376
27169	727490	1349375
14880	211450	229717
6337	323054	334454
14433	260003	277162
6336	332358	343757
14399	250506	267552
6663	207054	216200
5633	316441	327137
14383	245656	262753
6303	213874	222630
5590	372996	382046
20689	213561	773448
6590	319647	331330
14226	252530	269459
6803	368332	380315
14266	978686	998132
14443	273142	290315
6946	242353	251983
5930	314971	325964
14437	305011	322401
20113	370529	2101830
14903	330041	350090
14240	318864	338250
14590	256329	273622
6716	367266	379162
14290	258493	275532
6830	205077	214514
18269	326951	934003
14889	322451	342363
14143	252049	268979
6303	225163	234040
5513	317901	328477
14420	249633	266756
6553	209604	218627
5697	421864	432624
14416	324497	343936
14163	257896	274819
6386	228664	237750
19156	313148	1000801
15156	251616	270196
6606	224840	234073
5740	320431	331314
14283	254143	271169
6633	203157	212400
5550	410952	421565
14423	253396	270446
6483	210904	219904
5637	296998	305218
5420	211251	219127
5680	298025	306358
18923	339723	1023010
14886	1339372	1359438
14373	339077	358596
14213	258763	275632
6763	404532	416474
14283	261219	278169
7100	247930	257840
19472	304542	909767
14689	330081	349836
13989	249033	265702
6669	263369	273505
7867	308644	321578
13916	251493	268086
6576	225714	234750
5623	432084	442770
14423	304635	324121
14469	301938	321470
14449	256440	273695
19753	211364	951796
14623	1352704	1372507
14333	330020	349500
14253	316905	336304
14510	259509	276772
6803	212854	222293
5666	384969	394165
20333	195764	909474
14703	255669	273865
6596	224197	233310
5816	410322	421318
14296	255423	272395
6653	208074	217384
5786	340917	351850
14406	252250	269246
6583	210174	219344
5543	358890	366943
5400	216730	224557
5440	305211	313438
19213	196987	796890
14636	356849	376629
14543	1362824	1382547
14297	334890	354370
14260	319411	338854
14400	317331	336914
14263	258733	275849
19863	343677	944650
14823	252859	271062
6536	424741	436457
14273	264309	281299
6733	368329	380242
14276	253387	270346
6703	263356	273542
8046	312725	325794
14153	252789	269625
6327	225697	234547
5633	356550	364933
19472	212494	810620
14663	253843	272009
6530	264746	274755
7863	794711	807754
14227	1117418	1136824
14266	337664	357113
14263	254749	271749
19966	325804	1012747
14876	257392	275768
6497	223973	233024
5897	325577	336621
14212	349167	368522
14256	252173	269112
6773	366453	378406
14316	249497	266516
6634	225113	234234
5480	329347	339891
14750	251889	269479
20006	200251	853939
14649	246310	264426
6469	224401	233433
5826	327221	338153
14206	244846	261805
6620	360007	371690
14443	249029	266099
6226	215994	224597
5653	330471	341187
14460	245843	263066
6544	225806	234817
5723	345917	354413
19033	185805	790377
14646	247397	265566
6610	212324	221437
6000	414635	425815
14307	247073	264116
6606	224224	233350
5667	422114	432844
14396	328557	347993
14190	680927	700180
14389	313288	330427
20146	233590	826666
14689	258973	277142
6583	205360	214520
5953	417185	428318
14300	249106	266069
6716	224334	233760
5576	323281	333920
14390	246626	263759
6473	260246	270159
7940	318467	328807
5760	222113	230300
5416	303148	311244
18939	202958	804977
14713	328037	347850
14019	252353	269029
6443	226267	235337
5844	316884	327871
14290	246999	264006
6580	210964	219977
5490	411058	421611
14412	254150	271242
6556	225350	234423
5486	1162040	1172666
27550	273928	992805
14623	259383	277459
6643	224483	233690
6003	338167	349353
14363	255053	272086
6773	212650	222040
5580	418031	428675
14410	249236	266313
6303	229960	238883
18659	307508	900734
14650	339573	359323
13960	253942	270555
6714	211823	221191
5933	331920	343037
14296	250473	267396
6647	217673	226940
5737	413888	424688
14412	250307	267335
6483	225720	234723
5583	331881	339920
5560	252909	261036
19210	1455325	2247696
14903	309521	329607
14242	309092	328513
14256	250950	267892
6550	215990	225090
5583	406422	417358
34383	256522	294205
20149	199781	799690
14633	248689	266809
6386	359183	370633
14513	243083	260256
6427	225426	234367
5530	322954	333547
14366	241243	258333
6570	213297	222324
6040	343504	354577
14243	247636	264549
6276	209517	218217
5599	304582	312837
19149	194418	1993643
6633	375463	387276
14279	330637	350100
14313	317994	337454
14330	316441	335917
14216	304765	324044
14507	314594	334164
27286	300431	928723
14943	219827	237786
6066	293075	301735
5333	307255	315044
5343	213384	221204
5504	337413	347981
14783	252210	269659
6394	199640	208498
5617	335973	346653
14360	269126	286126
6776	206941	216173
5583	323651	334297
27239	240093	932333
14637	1419549	1439249
14406	326834	346303
14360	407121	426544
14416	310851	330330
14417	249286	266526
20099	212987	861178
14569	253320	271342
6733	206934	216227
5836	339974	350956
14529	248933	266089
6846	344004	355913
14416	248020	265059
6523	214451	223540
5573	326194	336831
14366	246877	263849
6299	214994	223896
5720	353247	361693
19306	199201	802447
14650	257229	275395
6989	210501	220120
5800	478696	489676
14243	1360198	1379620
14290	323120	342474
14389	394139	413534
27282	310568	1014031
14859	249930	268272
6690	213574	222937
5670	331330	342063
14340	249822	266879
6499	206878	215857
5630	418225	428918
14406	251069	268145
6297	212064	220884
5610	298891	307055
5390	211433	219180
5443	293302	301468
19150	340730	933514
14809	258653	276928
6640	208851	218021
5777	343210	354133
14232	351570	370946
14263	1390097	1409423
14703	316304	334587
20639	317538	1035980
14823	279628	297838
6853	242183	251649
5733	315945	326784
14229	250323	267349
