elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
12967	758921	788759	3401897	41613
7863	836214	846270	3247477	17228
8516	753567	781716	3254266	35614
9150	750772	778593	2960788	35922
8426	762920	773263	2985598	17949
8364	691810	716952	3095807	32525
8353	742209	767601	3050730	32704
8501	813474	823841	3530719	18103
10642	848256	862392	3357203	23757
10988	842803	860299	3563519	27301
11576	773751	801551	3163439	38371
12934	841290	857587	3188894	28102
13022	854707	871400	3160492	28627
13051	892026	908720	3399282	28648
14611	957472	975055	4134394	30996
15410	948746	967632	3343987	33093
14046	950919	968869	3455164	30817
13150	938607	956230	3391733	29573
14143	941047	958806	3867672	30699
13893	891218	908814	3727699	30286
14260	938373	955963	3283029	30667
14222	898757	916543	3453667	30825
14243	945046	962662	3390362	30683
14083	954759	972852	4008324	31000
12970	987392	1005105	3462294	29473
14486	998361	1017504	3413429	32422
14323	974788	992761	3705640	31112
15250	956686	975139	3396746	32502
13313	993561	1011401	4127408	29976
13290	987045	1004721	3441095	29766
14183	942466	960046	4817352	30585
13323	1011001	1029000	3460457	30116
15396	939696	957419	5710729	31935
14226	965235	982921	3270422	30708
14666	911234	928803	3640698	31055
14459	963085	981118	3447467	31312
14216	989905	1007935	3354610	31063
14283	960226	995102	3270316	47959
14350	953859	971399	3415095	30713
14233	967339	984882	3405202	30573
14173	954949	972675	3336401	30715
14183	954013	971662	3359460	30652
14337	955713	973202	3309822	30643
15356	970099	989305	3300719	33359
14140	992558	1010648	3630119	31046
13300	1026974	1045077	3409069	30194
14293	958056	975625	3763418	30659
15410	957143	974859	3210211	31926
13977	939397	957166	3783421	30566
14340	962426	980028	3171736	30762
15336	914554	932177	3206251	31749
14197	914021	931760	3383403	30682
14247	961483	979475	3267136	31056
14299	982065	1000184	3568937	31239
13343	1000818	1037507	3359520	29456
13299	985471	1003011	3366496	29662
14380	994935	1013735	3429935	31999
14256	961632	979202	3344431	30649
14290	947133	964823	3324301	30780
15619	943146	960675	3372276	31969
13296	973832	991965	3281176	30226
14143	989605	1007585	3497050	30942
14336	994871	1013594	4462585	31882
14320	977579	995678	3367657	31216
14096	957009	975088	3305218	30975
15530	947059	964869	3396936	32136
13350	952346	969926	3398009	29747
14180	948193	965802	3339301	30609
15293	917814	935523	3198671	31775
14223	950506	968049	3413819	30585
14416	965745	983621	3479503	31113
15419	978602	997744	3500602	33385
13306	1012467	1030460	3467463	30113
14323	957012	974698	3980965	30832
14263	950523	968072	3413012	30609
13220	985825	1003524	3447431	29736
14056	967939	985545	3279936	30459
14146	946106	963715	3372663	30576
13207	982122	999835	3337984	29740
13992	956565	974121	3355946	30371
14343	963879	981805	3264063	31061
15329	972285	990538	3885712	32322
13283	996218	1014364	3441771	30249
14146	954529	972435	3435404	30842
14219	950522	968145	3459707	30638
14253	963363	980905	3398919	30588
14267	952326	970002	3374776	30763
13293	992322	1009878	3372217	29669
14019	947116	964752	3460563	30452
13696	944416	962156	3451464	30252
15523	966519	985585	3394276	33408
14193	976815	994825	3533835	31020
13336	992178	1010107	3345430	30062
14136	949339	966908	3448947	30529
13380	990975	1008541	3501120	29742
15447	958280	977206	3385210	33190
14156	917193	934823	3258606	30563
14006	907177	924760	3269143	30362
14256	963615	981922	3329178	31286
13736	1003311	1021404	3489049	30620
14383	969185	986725	3347513	30717
15553	948853	966409	3810037	31909
13377	996679	1014448	3347331	29946
14483	964712	983605	3708140	32196
14256	946853	964502	3253780	30705
14196	954346	972195	3440391	30869
14270	952313	970026	3533939	30800
13653	994645	1012335	3444998	30166
13256	1000701	1018867	3487750	30246
14406	974052	992121	4488958	31272
13826	954289	972145	3346083	30492
14093	977822	995921	3429348	31016
14363	956943	974239	3302858	30483
14442	969685	988428	3505209	31986
13250	948166	965773	3093115	29653
14206	933900	951782	3515149	30922
15227	909028	927827	3181492	32802
14276	909044	926600	3279772	30632
14043	937860	952193	3457384	27170
13286	1018071	1035987	3497680	30022
14260	951296	968826	3941437	30606
14057	966033	983609	3446411	30430
14206	953803	971542	3455411	30742
14423	995545	1013168	3509273	30863
14176	955973	973609	3347064	30632
14279	948576	966292	3504209	30782
14310	950670	968393	3155456	30853
13753	1012057	1029720	3473423	30206
14400	967399	985445	3386490	31266
14250	977909	996095	3818097	31159
14523	987628	1005801	3358713	31419
13390	963426	981372	3402929	30160
13263	1001685	1019384	3470921	29782
15556	950689	968272	3399845	31932
13203	991298	1008988	3543611	29712
15239	955832	973415	3350493	31639
14240	961739	979386	3340071	30709
13419	953749	971768	3355120	30235
13407	1003602	1021708	3380133	30310
14070	967882	985475	3627633	30485
14259	961975	979565	3290212	30642
14440	990882	1008491	3414169	30846
13416	993964	1011587	3319894	29837
13230	1000078	1017794	3514342	29766
14123	912280	929980	3308275	30597
14382	908197	925950	3406908	30885
14099	975428	993508	3460847	30902
14110	976032	994105	3417012	30926
14280	943243	960963	3871902	30819
14253	956709	974305	3401746	30646
14162	956869	974528	3380462	30622
13337	983755	1001431	3539272	29809
13226	942206	960049	3281549	29889
13220	956033	973722	3489470	29703
14353	960469	978168	3435818	30872
13266	986015	1003701	3419368	29773
14163	975112	993211	3551728	31063
13266	1019874	1037866	3359446	30079
14416	997121	1015814	3949649	31926
14340	965236	982852	3387496	30756
14196	950459	968042	3529732	30602
