elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
5580	374266	383276
20623	679660	2054188
14733	266189	284319
6560	225070	234280
5573	410658	421308
14306	256743	273745
6410	212244	221180
5340	305935	313981
18929	198231	880621
14497	256516	274386
6936	212344	221990
5733	344223	355083
14169	248370	265259
6673	210717	219787
5526	406362	416965
14306	247363	264405
6420	213270	222094
5593	300478	308491
5700	211081	219234
5490	306187	314431
18873	332044	1423919
14737	1035183	1055000
14136	327954	347223
14223	352960	372309
14140	331957	351140
14093	249136	266046
6416	230037	239126
19453	324341	909864
14710	339927	359713
13983	254849	271672
6623	211810	221050
5713	342027	352833
14119	253373	270239
6496	202028	210987
5583	411915	422574
14292	257166	274115
6420	207097	216007
5459	300545	308394
5187	212664	220501
19046	324784	932300
14826	331810	351716
13883	1387850	1406826
14143	273679	290672
7340	262162	272979
7903	409829	422808
14306	378210	395386
20196	233980	833222
14519	251073	269025
6640	353043	364777
14176	245119	261945
6757	219757	229073
5764	324614	335454
14273	245433	262466
6470	214527	223454
5476	405955	416508
14322	249170	266219
6423	216747	225693
5440	306171	314308
19403	188144	832970
6464	311861	323451
14406	313572	333111
14139	728439	747705
14179	1052043	1071299
14316	319038	338430
14276	276606	293775
20016	213457	937520
14563	266472	284425
6496	225284	234480
5683	430438	441214
14133	250493	267402
6643	224507	233667
5600	295858	303915
5500	216881	224921
5350	339883	350310
14320	270825	287919
6676	212454	221610
5913	341227	352217
27236	247420	831656
14563	336661	356267
14053	258936	275646
6710	211281	220434
5600	425148	435824
14319	1361608	1379620
8046	331254	344426
27423	344220	987086
14733	260742	278905
6490	420504	432121
14170	252516	269369
6490	361139	372706
14293	247863	264855
6317	227420	236247
5440	327427	337944
14269	254496	271535
6733	202384	211604
5697	359760	368177
19253	213430	766958
6373	312101	323541
14030	255672	272509
6640	343777	355550
14179	252113	268999
6473	214720	223607
5477	411995	422548
14300	1282403	1301706
27000	325617	953926
14519	248140	266172
6567	224453	233614
5684	332033	342844
14093	259765	276558
6506	456341	467923
14606	253653	270942
