initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
11127	54036	856023
6544	52817	1025918
13833	74148	862763
6052	48903	863868
6139	47964	1290659
10026	52823	914732
10979	43316	816586
6360	49130	854765
4345	26883	785351
2873	34302	903983
8021	40533	1596652
24187	90977	924162
4738	60308	2047552
8021	39921	844614
13743	76998	891382
13670	77421	888428
12623	86644	948381
7608	72141	914601
7812	87228	927039
7754	38546	928353
13876	78066	832425
7078	53135	882810
13682	79166	860952
12630	65145	855366
7922	27729	813332
7841	27447	908825
25367	94370	2154212
7845	39332	939215
7794	39934	921379
8072	40962	939579
7767	38658	896335
7158	38207	799207
4160	40256	792320
4120	35492	909012
7770	39344	2079670
7788	39772	799373
7737	38808	918882
7990	40830	941589
7143	39075	879278
7723	40313	918288
7769	38443	828346
7621	38853	887111
7755	39329	2107322
7680	40073	903681
7968	41458	849776
7141	38479	856116
7638	38704	804375
7872	39301	844134
7754	44356	885536
7989	40658	799720
7154	38509	1957782
22494	64685	848990
7594	63493	851341
13797	73332	908304
10227	51488	839030
13703	72843	859066
12700	72022	905296
19915	65114	851162
11094	57377	891861
13480	71437	1906595
7380	40560	822529
7815	39454	846861
7185	38533	828442
7838	38597	913819
7777	44582	884697
7529	39963	799187
7794	39277	814081
12513	73741	2029533
7331	61780	870287
13736	64800	864529
13559	74214	855603
11051	54568	958582
11040	53377	818707
22802	57441	854993
12720	73834	863729
13630	73529	1368645
23240	89980	1568360
8074	41006	914926
7815	39841	793997
7745	39260	861071
7827	44066	836872
7527	39760	841202
7828	30948	799444
7853	28426	845456
7731	29064	1945251
8011	39810	950642
7120	38891	805722
7772	38620	950954
7804	38441	824220
9897	40426	983826
9543	49052	831600
9630	48069	850339
8948	48884	2151316
13890	78894	948400
12439	74463	882711
12636	72870	849721
8932	75038	901229
13646	64156	983165
13566	73357	857886
13832	62725	862272
13803	74802	2304305
8025	41454	904967
7830	40329	790783
7239	38532	855292
7528	42753	802023
7750	40734	1068812
7707	40498	955192
7752	40450	774510
7702	40884	801984
7188	40999	1070474
7718	41581	804042
7726	41548	855389
7697	47635	938408
7853	42966	807720
7804	41686	901512
7709	40523	1030777
7697	40420	801499
7072	40576	1469287
7787	41773	868368
7777	41521	855429
7072	40732	808145
7553	42736	2100765
7744	71817	984787
7727	41624	948670
7524	41192	805899
7786	41608	845425
7693	41484	890309
7123	41139	895814
7802	47928	955137
7919	43035	855602
7763	41595	1992498
7748	40534	908117
7828	41627	959334
7766	41805	924043
7785	42180	877342
4234	37828	799021
6767	52774	1283061
10039	98770	2034549
10075	83153	3921721
12179	90909	1252496
24534	70788	3263456
10894	101303	103748034
13811	95130	32144552
13636	86223	926950
13213	101527	915418
13456	83232	861416
13580	82015	874192
12543	73531	829086
12260	75691	860662
13539	74971	859752
13316	72208	856486
13733	70631	1788732
13056	74504	891061
12506	70628	879281
13543	70511	861592
13553	70795	854806
15352	77997	880848
13469	74718	905691
13369	74654	866322
12487	72142	865332
13659	83327	937453
13719	77277	998025
13486	74817	882851
13470	73712	862369
13660	73511	846966
13376	72618	863079
12263	73354	860575
13653	73598	859609
13586	73774	964539
13616	73621	2129966
13519	120376	1000261
13426	73421	869105
13590	73628	958930
13903	76461	858392
12543	69678	878958
12579	69578	954776
13536	80388	1036967
13047	75492	1387984
13646	73758	1738357
13646	73331	893204
13816	76228	886405
13623	73401	883371
13606	73458	963999
13616	71521	849362
13386	72781	883475
12660	72768	2092097
13283	114906	994715
