elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
11766	144862	155278	1392399	21535
13297	96611	106534	1156997	22620
13053	95341	105260	1184456	22376
13203	98241	108264	1159330	22639
13296	97977	109200	1086879	23882
13243	95220	105377	1246977	22780
12986	97620	107800	2357645	22532
13169	113433	126166	1216924	24995
13233	73178	83504	1052403	22939
13426	99727	110160	1089122	23246
13243	74788	85271	976608	23106
13213	73582	83945	1041181	22953
13349	76217	86287	1015577	22772
13313	95178	105664	1094049	23166
13290	74221	84721	972879	23136
13163	71228	81565	994462	22870
13063	74851	85304	990598	22885
13320	75302	85655	1025348	23046
13157	70378	80885	949860	23037
7396	65961	74294	1130068	15423
12191	85732	95632	1038052	21491
13297	73968	84241	1027571	22953
13353	70152	80418	2314500	22993
13350	98381	109080	1206149	23402
13363	96840	107520	1081148	23396
13106	70711	80958	1024167	22733
13213	74501	84894	1013241	22985
13336	100027	110640	1106738	23322
13203	75558	86144	984265	23166
13040	72928	83298	1004125	22793
12666	74148	84551	1003168	22439
13120	74845	85188	1053623	22834
13176	74208	84581	1595704	22906
13149	70788	80931	1096675	22662
13313	96077	106574	1065376	23186
13260	94274	104914	1075882	23290
12926	73778	84114	978712	22615
13203	75191	85364	1062630	22752
13463	95167	105454	1031167	23130
13450	75628	85808	1018527	23010
13293	71474	81891	1893639	23090
13417	99081	109377	1118215	23060
13316	76338	86927	987071	23272
13143	76438	86758	1120221	22836
13353	97974	108543	1031530	23282
13363	76241	86820	1140433	23336
13110	70005	80431	957879	22916
13016	69261	79418	1039583	22556
13252	95783	106340	1149506	23199
13353	94797	105457	1183462	23386
13343	94584	105093	1088048	23230
13496	97830	107967	1138500	23016
13556	94714	105150	1061619	23386
13436	93248	103731	1646430	23299
13456	110766	121546	1776429	23562
13409	97494	107903	1212361	23212
13412	101883	112316	1052056	23225
13169	98850	109137	1122274	22833
13416	94547	104914	1063186	23166
13513	99474	110187	1092338	23573
13383	73028	83458	1024620	23187
13136	97844	108404	1427902	23046
13442	94997	105540	1214138	23363
13239	96020	106590	1758652	23159
13406	105370	115713	2225839	23135
13283	74981	85241	1039397	22913
13053	79811	90087	1026110	22672
13353	95714	106277	1086985	23293
13323	74248	84674	969522	23102
13187	68868	79195	1026454	22894
13029	72758	83147	987628	22829
13230	72881	83488	1133461	23190
13256	73635	83994	2182384	22972
13473	108347	119087	1164130	23563
13309	99900	110327	1059999	23109
13313	95504	105910	1143104	23082
13436	121420	132479	1112525	23815
14453	95934	106480	1120704	24372
13406	95570	105960	1140297	23176
13306	74248	84588	2279244	23016
13403	99227	109504	1201802	23049
13130	74978	85368	1057196	22887
13233	97314	108494	1190350	23749
13297	99767	110937	1162377	23817
13293	97043	107563	1090168	23186
13393	96687	107337	1247821	23403
14437	105647	115910	2025069	24073
13387	96644	107074	1185293	23190
13346	117639	127959	1187465	23016
13496	97081	107627	1243338	23409
13243	100080	110520	1091205	23059
13362	95817	106223	1155196	23142
13403	99784	111031	2265242	24016
13390	96264	106427	1164357	22916
13543	99787	110083	1073462	23249
13263	102890	113336	1114071	23066
14522	97430	107850	1100831	24319
13590	95137	105607	1126171	23430
13499	99790	110490	1066826	23559
13209	96040	106737	2332130	23276
13270	113613	124793	1132201	23780
13316	98260	108624	1124444	23056
13300	94807	105257	1212935	23106
13443	97417	107857	1168689	23253
13409	99887	110510	1074986	23412
13390	102851	113304	1237195	23213
13370	100101	110637	2298871	23273
13403	100370	110877	1149703	23243
13480	98171	108724	1067923	23413
13366	97040	107457	1280146	23159
13353	97218	107427	1079686	22972
13353	97357	108044	1163780	23420
13216	95857	106183	1080499	22912
13069	98843	109866	2211373	23472
13287	96468	107174	1113575	23337
13303	103001	113417	1382424	23079
13356	97651	107837	1182953	22916
13403	97064	107397	1156903	23100
13383	96397	106880	1070346	23246
13343	99317	110460	2388792	23882
13380	96067	106670	1133027	23336
13350	95158	105564	1182940	23120
13359	102863	113243	1197702	23112
13373	96504	106937	1163876	23163
13416	96764	107144	1082316	23173
13339	105597	116883	1285833	23982
13396	96357	106947	2295507	23356
13370	100908	112244	1130571	24086
14440	96988	107257	1184903	24089
13273	75212	85695	1040037	23133
13263	71718	82251	1023737	23176
13320	98227	108960	1275433	23416
13403	103997	114436	1513429	23219
13183	75865	86331	1780529	23009
13349	104417	114926	1034113	23238
13277	75491	85804	1096802	22956
13046	72458	83154	975688	23116
13279	78451	88404	1074356	22612
13437	95384	105801	1033834	23224
13260	75781	86214	1238534	23076
13226	70665	81095	2414967	23036
13333	98973	109416	1302789	23129
13343	97617	108254	1089469	23336
13299	98237	108710	1133964	23135
13460	103124	113654	1080943	23370
13376	95934	106427	1112358	23239
13563	94827	105187	1142234	23293
13359	97997	108420	2164114	23132
13413	96007	106677	1213365	23456
13347	99614	111100	1289503	24193
13363	95774	106017	1089739	22989
13453	97071	107397	1111562	23139
13286	115530	126403	1081466	23519
13353	102283	112823	2296647	23256
13249	108823	119476	1390213	23228
13296	96137	106463	1142834	23016
13426	96457	106893	1067189	23232
13393	96341	106764	1081723	23183
14226	100644	111040	1060190	23999
14517	97208	107661	1219149	24364
13206	76818	87497	2214493	23242
