elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
6763	198579	206807	1753839	14582
7691	169654	175420	1505678	13085
7759	162728	168484	1665629	13158
7785	167818	173618	1576132	13246
7034	201377	208069	1682739	13363
7756	166658	172408	1511252	13143
7607	150948	156698	1580123	12982
10037	221671	229211	1990551	17109
10073	197117	204807	1535437	17268
10825	192294	199861	2651226	17900
9955	226982	236912	1740563	19179
9992	221956	229671	1540554	17233
10150	270475	282649	1654220	21440
12206	260956	272847	1484239	23200
12348	242239	252116	1579762	21593
11951	260946	272886	1648543	22999
12192	244831	254859	1632168	21532
12411	308048	324459	1567636	27699
12437	243282	252973	1732006	21508
12334	242579	252347	1574436	21496
13213	268489	281332	1651183	25096
13359	314374	332010	2143335	29749
14310	270829	283859	2675800	26386
11874	318570	336313	1545975	28395
13166	285688	298485	1712391	25009
13099	268919	281688	1551469	24882
8964	321714	339574	1768819	25636
12483	366930	385969	1650183	30306
13136	317054	334447	1651712	29309
14329	307951	325437	1618080	30572
13400	328327	346197	2916520	30049
13280	327257	345210	1624857	29983
13266	308671	326130	1773239	29502
13203	317794	335263	1779238	29449
13387	312821	330444	1727197	29782
13346	265982	279095	1552035	25509
13373	321228	338951	1680456	29869
14526	317821	335304	1544592	30786
13299	269489	282238	2322256	25095
14486	314187	331687	1723483	30756
12340	368879	386746	1747173	28983
13233	317478	335054	1627624	29582
12723	362060	379573	2249486	29010
12470	358440	376439	1662399	29248
12980	323574	341353	1829237	29503
13160	330134	347954	1739180	29756
12286	362019	379802	1797351	28842
13346	328840	346776	1754963	30035
12770	321874	339883	2153078	29535
13533	328250	346213	1737540	30276
12206	369366	387099	1814831	28670
13263	337154	354847	1629623	29733
13319	344730	362823	1802901	30189
14313	271832	284675	1724631	26195
13436	350810	368662	1799521	30069
13326	330187	348177	2211356	30073
12973	340860	358680	2807740	29539
12383	344250	362260	1674092	29147
8866	322639	340528	1881721	25552
13446	324351	342370	1649632	30219
14507	329291	347267	1859327	31256
13270	327747	345697	1575878	29993
13019	327577	345463	1851187	29656
12339	367106	385119	2838145	29113
12373	353630	371723	1876789	29216
13360	312368	330250	1627996	29996
13536	330107	348007	1824874	30186
13423	310937	328607	1644706	29846
13499	264785	277755	1617660	25496
13367	311205	328891	1649023	29807
11453	261546	274352	1701424	23283
12163	322180	339920	1882679	28676
13427	269883	282639	1786226	25210
12209	370206	388078	1863953	28855
13350	331187	348947	1786772	29847
14513	329914	347700	1647163	31073
8921	341699	359825	1882795	25842
13199	338517	356316	2701782	29772
8958	321203	338886	1783148	25452
13160	332208	349894	1732454	29626
14507	333521	351264	1833624	31027
13289	368126	385865	1820447	29805
13166	330160	347900	2153921	29683
14217	331998	349634	1626224	30606
13289	333257	351133	1834110	29938
12387	363910	381779	1793735	29009
13323	335071	352817	2649497	29842
13309	356029	373979	1718670	30032
13416	337980	355740	1914448	29952
13373	325997	343940	1650626	30088
13133	337687	355433	1792432	29653
13289	330540	348190	1658422	29712
14740	333270	350953	2478622	31196
13227	327441	345167	1699778	29730
13057	333997	351763	1799062	29595
13260	330717	348473	1724717	29790
13386	342034	359893	1853043	30019
13329	331007	348663	1840243	29762
13049	332124	349873	1830587	29578
13316	330420	348103	1663022	29776
13443	335970	353663	1810235	29915
13393	329584	347207	1880820	29792
14340	339327	357247	2961865	31032
14430	328274	346080	1658716	31008
13233	337964	355853	1883039	29879
13293	324560	343430	1803044	30939
13290	343540	361310	1904989	29836
13389	330627	348460	1641123	29976
13280	337391	355137	1807228	29806
14356	268276	281382	2099197	26512
13243	334043	351789	1849693	29765
14310	329058	346824	2850545	30829
12306	379145	396965	1850246	28899
13313	331827	349733	1801972	29999
12456	361663	380749	1794328	30300
12183	372880	390632	1999726	28705
13273	331974	349600	1819834	29673
12406	373879	391785	2035445	29066
12303	369383	387335	2863378	29035
13123	328400	346140	1829394	29642
12173	369790	387569	1840527	28725
14569	331077	348856	1845300	31122
13373	357729	375775	1794905	30199
13326	333850	351613	1780542	29863
12150	373393	392369	1792019	29899
13276	329067	346800	1755253	29783
13220	324967	342943	1926148	29969
13269	333540	351309	1612836	29815
13383	309558	327071	2175278	29653
14636	328647	346303	1599831	31073
27796	327028	344457	1819085	44002
13300	326748	345637	1732500	30969
13206	305678	323197	1706864	29502
13603	331651	349370	2777367	30095
14426	319921	337344	1884009	30625
13226	332277	350030	1720017	29753
13179	317217	335787	1735863	30532
13493	329447	347240	1708221	30058
13109	300124	317860	2950181	29625
12160	364773	382509	1817908	28670
13877	377403	395286	1898459	30533
13200	328078	345854	1614747	29749
13310	337731	355667	1742850	30026
13290	331431	349147	1654192	29783
14399	331344	349066	1749489	30895
13359	332533	350209	1619470	29811
13160	328834	346830	1634780	29928
13266	317984	335600	1614990	29668
13263	322031	339733	1764372	29745
13462	339740	357483	1665715	29986
8823	320256	338159	2347018	25540
12253	371319	389095	1727974	28778
13456	329344	348190	1823141	31082
13386	335353	353059	1662095	29868
13259	323477	341413	1801061	29969
14520	337811	355480	1613867	30942
13173	329711	347457	1819115	29699
13399	334940	352713	1859616	29945
13326	325127	343133	1797985	30106
12236	367289	385082	1962830	28800
13476	328877	346490	1741223	29862
12623	370236	388102	2329467	29261
13207	322841	340821	1790529	29960
13553	337541	355440	1818491	30232
13413	328500	346167	1972153	29853
13553	334044	351850	1784136	30136
14483	323997	341973	1899415	31229
14266	338311	356057	2222970	30785
13296	324867	342580	1841104	29782
14523	335317	353040	1632160	31025
13163	320524	338433	1790935	29829
13547	335191	354130	1783866	31273
13246	329524	347273	2755801	29769
13390	336391	354040	1764789	29819
13410	366146	383932	1810855	29955
13233	340137	357767	1729111	29642
12170	360196	377899	1751566	28646
13386	336697	354393	1785742	29856
