before wait	after wait	rtt
1113	233536	258191
463	233258	257420
1073	233289	257266
1073	233978	258900
1080	233231	257668
463	233291	258016
1073	236537	264121
396	233415	259130
470	240321	264700
384	233223	258085
1073	233253	258061
1084	233248	256445
600	233244	256973
453	233292	257541
1125	233323	258071
1103	233274	256366
1086	233213	256717
480	233382	257907
1137	233302	258330
1399	233975	258367
1099	233235	257760
544	233288	257455
1087	233234	257381
1092	234032	256042
1075	233244	256892
468	233319	256422
1090	233232	255003
1101	233375	255720
427	233275	255743
406	233319	255598
1069	233228	255993
1096	233285	256279
352	233294	256715
440	233350	256244
408	233229	256995
1087	233957	257341
1075	233232	256120
487	233523	255843
1150	233266	255180
389	233269	256097
380	233237	255504
383	233278	255490
1092	233256	256151
1108	233283	255701
1136	233218	255030
507	233292	255240
1073	233222	255904
1095	233322	255514
1103	233230	255475
503	233260	256267
1097	233213	255297
1097	233366	256632
1089	233231	260833
501	233276	255911
1088	233253	256659
1141	233350	255857
1083	233239	256537
504	233469	256210
1128	233260	256011
360	233252	256265
1085	233250	254741
469	233226	255508
367	233275	255434
400	233265	254548
1107	233279	257064
351	233244	256230
375	233238	254747
485	233370	256400
1120	233366	255883
357	233200	255544
1190	233242	255360
406	233279	255700
390	233309	255835
344	233283	258060
1166	233252	256100
1063	233385	255880
1173	233323	256392
1244	233986	262379
886	233510	254687
494	233318	267308
1205	233354	256978
414	233256	256778
1144	233355	255498
1079	233951	256046
1097	233234	259165
445	233199	254579
1127	233200	254445
1080	233339	254628
1130	233288	255574
490	233418	255656
378	233329	255548
1093	233271	255885
1100	233258	255149
450	233220	254667
1078	233248	255789
1102	233189	257867
417	233276	255334
393	233432	255061
1108	233292	256012
1087	233949	256432
1080	233276	256482
437	233245	255204
1070	233326	254693
368	233276	256827
442	233371	271124
372	233278	257953
1111	233386	256907
1323	234031	257944
1176	233404	256989
619	233273	256797
1090	233250	257140
1062	233252	257309
1096	233269	257710
444	233241	258060
1104	233326	257999
1292	233379	257699
1092	233354	257797
471	233309	256837
1087	233222	257521
1083	233256	256813
1172	233379	258503
440	233232	256667
1086	233301	257500
1100	233264	256827
1075	233254	256919
491	233261	257039
442	233336	256811
470	233323	257454
1070	233367	257334
454	233271	257736
1085	233287	257905
1075	234016	256881
604	233290	257761
353	233301	257086
1088	233307	257000
346	233224	256537
326	233266	257362
399	233279	258177
1110	233257	257876
1043	233195	257670
1070	233224	258392
410	233199	257371
1056	233225	257983
1053	233264	257867
1053	233185	258619
414	233198	258650
1044	233290	261767
1082	233992	262407
1040	233213	258800
407	233212	264071
1047	233243	263844
1030	233250	262128
1048	233307	260811
410	233245	260782
1058	233215	257220
1013	233181	257710
1365	234229	259151
424	233259	257665
442	233291	257190
335	233240	256812
1036	233178	257346
441	233266	258404
1106	233316	257223
1069	233919	258801
1004	233270	258298
457	233270	257991
1065	233241	258209
553	233435	257727
382	233294	257070
338	233248	257888
1077	233256	257681
1039	233229	258191
1054	233236	257274
445	233383	256401
1114	233254	258554
1048	233222	257918
1042	233321	257663
464	233239	258218
1032	233241	257909
1074	233300	257381
1060	233238	257597
405	233461	257615
1045	233204	256566
1015	233237	256638
1042	233172	258007
380	233215	258476
506	233264	257043
350	233257	258551
1094	233270	258512
390	233208	258053
1063	233242	257315
1022	233189	256674
1063	233265	257361
426	233194	257273
1060	233204	269627
1073	233955	257756
1177	233322	257061
454	233246	257870
1121	233317	257154
430	233299	257152
359	233258	257690
380	233236	257204
1126	233257	257582
1476	233988	258971
1089	233268	258593
566	233368	258056
1167	233307	256902
1120	233251	257740
1107	233267	256965
495	233269	257569
1123	233259	257459
1099	233964	257332
1150	233295	256777
466	233213	261708
1105	233346	258236
1124	233283	257591
1163	233325	258656
439	233262	256597
1113	233236	257714
1145	233257	258024
1090	233209	258213
491	233323	257006
1090	233285	258060
1081	233263	257574
1099	233272	257006
450	233278	257501
1124	233305	257246
1077	233966	258191
1073	233230	257027
442	233327	258466
1129	233251	258413
486	233385	257640
364	233260	257471
367	233279	263504
1067	233269	261194
1500	234109	265711
1112	233214	262673
520	233266	261560
1050	233232	262006
1149	233225	264830
1093	233256	261232
544	233223	262770
1089	233261	261460
1234	233318	257344
1078	233233	257877
510	233279	257984
1083	233269	257264
1089	233267	257452
1039	233198	258399
433	233376	258623
1036	233199	257068
1068	233276	257177
1054	233220	257288
490	233333	259081
1044	233163	257760
1076	233291	257783
494	233363	257618
514	233313	258865
1068	233209	257460
1156	234043	258548
335	233188	258017
440	233203	256779
1128	233282	257841
356	233239	256696
352	233208	257990
316	233238	257910
1170	233269	258153
1057	233945	257901
1075	233246	257968
1227	234036	257817
1100	233282	256990
1085	233261	257319
1109	233403	258277
407	233179	261437
1053	233376	259900
1115	234062	260988
949	233378	259904
432	233265	261887
1119	233239	263943
1451	234199	261160
1136	233290	261827
456	233207	258846
585	233510	259852
1133	234007	257755
346	233268	255766
474	233277	255757
406	233280	255262
1097	233233	255921
803	233230	255483
460	233213	255508
1104	233286	255954
1124	234009	257591
1117	233284	256318
331	233187	256231
1112	233302	254736
474	233313	255617
385	233274	255696
400	233236	256495
1104	233325	255717
1106	233339	255313
1099	233236	255371
510	233256	255514
1083	233228	255635
